anio,plazo,tipo_insolvencia,entidad,pais,tipo_credito,giro,tipo_poliza,moneda,forma_venta,numero_siniestros,monto_siniestro,monto_pagado,monto_deducible,monto_coaseguros,gastos_ajuste,salvamentos,monto_recuperacion,recuperacion_reaseguro
2017,90,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Red de Sucursales Bancarias,2,17850,0,0,0,8328,0,,
2017,90,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,540000,0,0,0,0,0,,
2017,90,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Comercio al por menor de computadoras telefonos y otros aparatos de comunicacion,Global,Nacional,Agentes Persona Fisica,1,450000,0,0,0,0,0,,
2017,90,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Comercio al por menor de partes y refacciones para automoviles camionetas y camiones,Global,Nacional,Red de Sucursales Bancarias,4,0,0,0,0,23938,119485,,
2017,90,Mora prolongada,Nuevo Leon,No aplica (interno),Interno,Otros servicios de telecomunicaciones,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,-73228,0,0,0,0,0,,
2017,90,Mora prolongada,Nuevo Leon,No aplica (interno),Mixto,Otras industrias manufactureras,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,-20163,0,0,0,18376,0,,
2017,90,Mora prolongada,Oaxaca,No aplica (interno),Interno,Comercio al por mayor de maquinaria mobiliario y equipo de uso general,Global,Nacional,Red de Sucursales Bancarias,2,14013,14013,0,0,16691,0,,
2017,90,Mora prolongada,Oaxaca,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Red de Sucursales Bancarias,3,48205,17864,0,0,0,0,,
2017,90,Mora prolongada,Oaxaca,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,96912,96912,0,0,21320,0,,
2017,90,Mora prolongada,Oaxaca,No aplica (interno),Interno,Comercio al por menor de computadoras telefonos y otros aparatos de comunicacion,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,63576,63850,0,0,0,0,,
2017,90,Mora prolongada,Puebla,No aplica (interno),Interno,Elaboracion de alimentos para animales,Global,Extranjera,Agentes Persona Moral,1,0,0,0,0,69467,0,,
2017,90,Mora prolongada,Puebla,No aplica (interno),Interno,Preparacion e hilado de fibras textiles y fabricacion de hilos,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,-95612,0,0,0,0,0,,
2017,90,Mora prolongada,Puebla,No aplica (interno),Interno,Fabricacion de hules resinas y fibras quimicas,Global,Nacional,Red de Sucursales Bancarias,1,0,850000,0,0,0,0,,
2017,90,Mora prolongada,Puebla,No aplica (interno),Interno,Industria basica del hierro y del acero,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,3000,20000,,
2017,90,Mora prolongada,Puebla,No aplica (interno),Interno,Fabricacion de sistemas de aire acondicionado calefaccion y de refrigeracion industrial y comercial,Global,Nacional,Agentes Persona Moral,1,88518,88518,0,0,0,0,,
2017,90,Mora prolongada,Puebla,No aplica (interno),Interno,Comercio al por mayor de articulos de papeleria libros revistas y periodicos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,216098,0,0,0,37769,0,,
2017,90,Mora prolongada,Puebla,No aplica (interno),Interno,Comercio al por mayor de maquinaria mobiliario y equipo de uso general,Global,Nacional,Red de Sucursales Bancarias,1,0,0,0,0,4188,0,,
2017,90,Mora prolongada,Puebla,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Agentes Persona Moral,5,304210,0,0,0,20385,0,,
2017,90,Mora prolongada,Puebla,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Red de Sucursales Bancarias,3,-10125,567446,0,0,20880,139199,,
2017,90,Mora prolongada,Puebla,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,8,105382,128608,0,0,41258,0,,
2017,90,Mora prolongada,Puebla,No aplica (interno),Interno,Comercio al por menor de computadoras telefonos y otros aparatos de comunicacion,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,2,226391,208051,0,0,1852,12350,,
2017,90,Mora prolongada,Puebla,No aplica (interno),Interno,Comercio al por menor de partes y refacciones para automoviles camionetas y camiones,Global,Nacional,Red de Sucursales Bancarias,3,25776,9908,0,0,2132,0,,
2017,90,Mora prolongada,Queretaro,No aplica (interno),Interno,Otros trabajos especializados para la construccion,Global,Nacional,Agentes Persona Fisica,2,747367,0,0,0,0,0,,
2017,90,Mora prolongada,Queretaro,No aplica (interno),Interno,Fabricacion de celulosa papel y carton,Global,Nacional,Red de Sucursales Bancarias,1,695080,0,0,0,0,0,,
2017,90,Mora prolongada,Queretaro,No aplica (interno),Interno,Fabricacion de productos de hierro y acero de material comprado,Global,Nacional,Agentes Persona Moral,1,193969,193969,0,0,0,0,,
2017,90,Mora prolongada,Queretaro,No aplica (interno),Interno,Comercio al por mayor de maquinaria y equipo agropecuario forestal y para la pesca,Global,Extranjera,Agentes Persona Fisica,1,2059224,0,0,0,15350,0,,
2017,90,Mora prolongada,Queretaro,No aplica (interno),Mixto,Otras industrias manufactureras,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,78077,78077,0,8675,2813,0,,
2017,90,Mora prolongada,Quintana Roo,No aplica (interno),No disponible,No disponible,No disponible,No disponible,No disponible,1,0,0,0,0,4213,0,,
2017,90,Mora prolongada,Quintana Roo,No aplica (interno),Interno,Fabricacion de productos quimicos basicos,Global,Nacional,Agentes Persona Fisica,1,212979,212979,0,0,0,0,,
2017,90,Mora prolongada,Quintana Roo,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Red de Sucursales Bancarias,1,46909,0,0,0,0,0,,
2017,90,Mora prolongada,San Luis Potosi,No aplica (interno),Interno,Fabricacion de productos quimicos basicos,Global,Nacional,Agentes Persona Fisica,1,0,0,0,0,80387,0,,
2017,90,Mora prolongada,San Luis Potosi,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Agentes Persona Fisica,1,503469,503469,0,0,35732,0,,
2017,90,Mora prolongada,San Luis Potosi,No aplica (interno),Interno,Fabricacion de sistemas de aire acondicionado calefaccion y de refrigeracion industrial y comercial,Global,Nacional,Agentes Persona Moral,1,692511,692511,0,0,0,0,,
2017,90,Mora prolongada,San Luis Potosi,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Red de Sucursales Bancarias,1,14958,14958,0,0,0,0,,
2017,90,Mora prolongada,San Luis Potosi,No aplica (interno),Interno,Comercio al por menor de computadoras telefonos y otros aparatos de comunicacion,Global,Nacional,Agentes Persona Fisica,1,0,0,0,0,10037,0,,
2017,90,Mora prolongada,Sinaloa,No aplica (interno),No disponible,No disponible,No disponible,No disponible,No disponible,3,0,0,0,0,29983,86174,,
2017,90,Mora prolongada,Sinaloa,No aplica (interno),Interno,Fabricacion de productos quimicos basicos,Global,Nacional,Agentes Persona Fisica,1,0,0,0,0,60437,0,,
2017,90,Mora prolongada,Sinaloa,No aplica (interno),Interno,Fabricacion de productos quimicos basicos,Global,Nacional,Agentes Persona Moral,1,-1621201,0,0,0,485053,0,,
2017,90,Mora prolongada,Sinaloa,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Agentes Persona Fisica,2,17000,17000,0,0,4719,0,,
2017,90,Mora prolongada,Sinaloa,No aplica (interno),Interno,Fabricacion de sistemas de aire acondicionado calefaccion y de refrigeracion industrial y comercial,Global,Extranjera,Agentes Persona Fisica,1,0,0,0,0,75041,0,,
2017,90,Mora prolongada,Sinaloa,No aplica (interno),Interno,Comercio al por mayor de articulos de papeleria libros revistas y periodicos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,109149,727662,,
2017,90,Mora prolongada,Sinaloa,No aplica (interno),Interno,Comercio al por mayor de maquinaria mobiliario y equipo de uso general,Global,Nacional,Red de Sucursales Bancarias,2,0,0,0,0,46832,0,,
2017,90,Mora prolongada,Sinaloa,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Red de Sucursales Bancarias,2,0,0,0,0,62880,0,,
2017,90,Mora prolongada,Sinaloa,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,51676,0,,
2017,90,Mora prolongada,Sinaloa,No aplica (interno),Interno,Comercio al por menor de computadoras telefonos y otros aparatos de comunicacion,Global,Nacional,Agentes Persona Fisica,1,136781,136781,0,0,0,0,,
2017,90,Mora prolongada,Sonora,No aplica (interno),Interno,Conservacion de frutas verduras y guisos,Global,Nacional,Red de Sucursales Bancarias,1,-72606,122382,0,0,0,0,,
2017,90,Mora prolongada,Sonora,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Agentes Persona Fisica,7,102471,246556,0,0,15461,10255,,
2017,90,Mora prolongada,Sonora,No aplica (interno),Interno,Fabricacion de sistemas de aire acondicionado calefaccion y de refrigeracion industrial y comercial,Global,Extranjera,Agentes Persona Fisica,1,953186,0,0,0,0,0,,
2017,90,Mora prolongada,Sonora,No aplica (interno),Interno,Comercio al por mayor de maquinaria mobiliario y equipo de uso general,Global,Nacional,Red de Sucursales Bancarias,1,41165,41165,0,0,1499,0,,
2017,90,Mora prolongada,Sonora,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,0,80659,0,0,3375,0,,
2017,90,Mora prolongada,Sonora,No aplica (interno),Interno,Comercio al por menor de computadoras telefonos y otros aparatos de comunicacion,Global,Nacional,Agentes Persona Fisica,2,1292299,0,0,0,0,0,,
2017,90,Mora prolongada,Sonora,No aplica (interno),Interno,Comercio al por menor de computadoras telefonos y otros aparatos de comunicacion,Global,Nacional,Agentes Persona Moral,1,-91105,93816,0,0,0,0,,
2017,90,Mora prolongada,Tabasco,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Red de Sucursales Bancarias,4,68148,7786,0,0,12384,8691,,
2017,90,Mora prolongada,Tabasco,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,-29414,349157,0,0,0,0,,
2017,90,Mora prolongada,Tabasco,No aplica (interno),Interno,Comercio al por menor de computadoras telefonos y otros aparatos de comunicacion,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,-80846,73578,0,0,0,0,,
2017,90,Mora prolongada,Tamaulipas,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Agentes Persona Moral,1,0,0,0,0,1548,0,,
2017,90,Mora prolongada,Tamaulipas,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Red de Sucursales Bancarias,1,146482,146482,0,0,0,0,,
2017,90,Mora prolongada,Tamaulipas,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,900000,0,0,0,0,0,,
2017,90,Mora prolongada,Tamaulipas,No aplica (interno),Interno,Comercio al por menor de partes y refacciones para automoviles camionetas y camiones,Global,Nacional,Red de Sucursales Bancarias,2,89155,121619,0,0,3627,0,,
2017,90,Mora prolongada,Tlaxcala,No aplica (interno),Interno,Comercio al por menor de partes y refacciones para automoviles camionetas y camiones,Global,Nacional,Red de Sucursales Bancarias,1,51022,51022,0,0,0,0,,
2017,90,Mora prolongada,Veracruz,No aplica (interno),Interno,Fabricacion de productos de hierro y acero de material comprado,Global,Nacional,Agentes Persona Moral,1,757846,757846,0,0,35226,0,,
2017,90,Mora prolongada,Veracruz,No aplica (interno),Interno,Comercio al por mayor de maquinaria mobiliario y equipo de uso general,Global,Nacional,Red de Sucursales Bancarias,2,26169,26169,0,0,0,0,,
2017,90,Mora prolongada,Veracruz,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Red de Sucursales Bancarias,2,14666,0,0,0,3375,0,,
2017,90,Mora prolongada,Veracruz,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,4,141023,161816,0,0,80324,69253,,
2017,90,Mora prolongada,Veracruz,No aplica (interno),Interno,Comercio al por menor de partes y refacciones para automoviles camionetas y camiones,Global,Nacional,Red de Sucursales Bancarias,3,-145824,54344,0,0,35476,54344,,
2017,90,Mora prolongada,Yucatan,No aplica (interno),Interno,Fabricacion de hules resinas y fibras quimicas,Global,Nacional,Red de Sucursales Bancarias,1,0,0,0,0,227746,0,,
2017,90,Mora prolongada,Yucatan,No aplica (interno),Interno,Fabricacion de sistemas de aire acondicionado calefaccion y de refrigeracion industrial y comercial,Global,Nacional,Agentes Persona Moral,1,0,0,0,0,2939,19592,,
2017,90,Mora prolongada,Yucatan,No aplica (interno),Interno,Fabricacion de sistemas de aire acondicionado calefaccion y de refrigeracion industrial y comercial,Global,Extranjera,Agentes Persona Fisica,1,-30380,71504,0,0,0,0,,
2017,90,Mora prolongada,Yucatan,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,154887,0,0,0,0,,
2017,90,Mora prolongada,Yucatan,No aplica (interno),Interno,Comercio al por menor de computadoras telefonos y otros aparatos de comunicacion,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,6,629519,293062,0,0,17927,0,,
2017,90,Mora prolongada,Zacatecas,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Red de Sucursales Bancarias,1,11553,0,0,0,135,0,,
2017,90,Mora prolongada,Zacatecas,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,1912,0,,
2017,90,Mora prolongada,Zacatecas,No aplica (interno),Mixto,Industria basica del hierro y del acero,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,1723302,0,0,0,0,0,,
2017,90,Mora prolongada,No aplica,Chile,Exportacion,Fabricacion de productos de plastico,Global,Extranjera,Red de Sucursales Bancarias,1,4997332,5028183,0,0,0,0,,
2017,90,Mora prolongada,No aplica,Colombia,Mixto,Fabricacion de productos de plastico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,-282483,0,0,0,0,0,,
2017,90,Mora prolongada,No aplica,E.U.A.,Exportacion,Fabricacion de pinturas recubrimientos adhesivos y selladores,Global,Extranjera,Red de Sucursales Bancarias,1,0,0,0,0,206718,1378122,,
2017,90,Mora prolongada,No aplica,E.U.A.,Exportacion,Fabricacion de pinturas recubrimientos adhesivos y selladores,Global,Extranjera,Red de Sucursales Bancarias,2,-694591,514883,0,0,0,0,,
2017,90,Mora prolongada,No aplica,E.U.A.,Exportacion,Fabricacion de productos de plastico,Global,Extranjera,Red de Sucursales Bancarias,2,-28116,445174,0,0,0,0,,
2017,90,Mora prolongada,No aplica,E.U.A.,Exportacion,Fabricacion de maquinaria y equipo para el comercio y los servicios,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,63173,421154,,
2017,90,Mora prolongada,No aplica,Guatemala,Exportacion,Preparacion e hilado de fibras textiles y fabricacion de hilos,Global,Extranjera,Agentes Persona Moral,2,189755,0,0,0,1012509,0,,
2017,90,Mora prolongada,No aplica,Guatemala,Exportacion,Fabricacion de partes para vehiculos automotores,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,147516,0,0,0,0,0,,
2017,90,Mora prolongada,No aplica,Holanda,Exportacion,Comercio al por mayor de alimentos y abarrotes,Global,Extranjera,Red de Sucursales Bancarias,1,0,0,0,0,16699,0,,
2017,90,Mora prolongada,No aplica,Puerto Rico,Exportacion,Fabricacion de pinturas recubrimientos adhesivos y selladores,Global,Extranjera,Red de Sucursales Bancarias,1,-225833,0,0,0,0,0,,
2017,90,Mora prolongada,No aplica,Republica Dominicana,Exportacion,Mineria de minerales metalicos,Global,Extranjera,Agentes Persona Moral,1,0,0,0,0,79892,0,,
2017,90,Mora prolongada,No aplica,Otro,Exportacion,Mineria de minerales metalicos,Global,Extranjera,Agentes Persona Moral,1,470050,449270,0,0,0,0,,
2017,90,Mora prolongada,No aplica,Otro,Exportacion,Fabricacion de productos de plastico,Global,Extranjera,Red de Sucursales Bancarias,1,2331239,0,0,0,0,0,,
2017,93,Mora prolongada,San Luis Potosi,No aplica (interno),No disponible,No disponible,No disponible,No disponible,No disponible,1,0,0,0,0,12625,0,,
2017,93,Mora prolongada,Sinaloa,No aplica (interno),No disponible,No disponible,No disponible,No disponible,No disponible,1,0,0,0,0,8574,0,,
2017,94,Mora prolongada,Campeche,No aplica (interno),Mixto,Fabricacion de productos de hule,Global,Nacional,Agentes Persona Moral,2,224345,514320,0,47149,0,0,,
2017,110,Mora prolongada,No aplica,Italia,Exportacion,Fabricacion de productos quimicos basicos,Global,Extranjera,Agentes Persona Moral,1,0,0,0,0,0,2400460,,
2017,116,Mora prolongada,Baja California,No aplica (interno),Interno,Fabricacion de cemento y productos de concreto,Global,Nacional,Agentes Persona Moral,1,0,0,0,0,76041,135343,,
2017,116,Mora prolongada,Puebla,No aplica (interno),Interno,Fabricacion de cemento y productos de concreto,Global,Nacional,Agentes Persona Moral,1,0,0,0,0,7306,0,,
2017,120,Insolvencia de hecho,Coahuila,No aplica (interno),Mixto,Fabricacion de productos de plastico,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,2901,0,0,0,0,0,,
2017,120,Insolvencia de hecho,Distrito Federal,No aplica (interno),Interno,Fabricacion de productos quimicos basicos,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,1382782,494271,0,54919,0,0,,
2017,120,Insolvencia de hecho,Distrito Federal,No aplica (interno),Mixto,Otras industrias alimentarias,Global,Nacional,Agentes Persona Moral,1,-57400,0,0,0,0,0,,
2017,120,Insolvencia de hecho,Jalisco,No aplica (interno),Interno,Fabricacion de productos quimicos basicos,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,193385,0,0,0,0,0,,
2017,120,Insolvencia de hecho,No aplica,Colombia,Mixto,Fabricacion de productos derivados del petroleo y del carbon,Global,Nacional,Agentes Persona Fisica,2,2012818,2012818,0,223646,0,0,,
2017,120,Insolvencia de hecho,No aplica,E.U.A.,Exportacion,Conservacion de frutas verduras y guisos,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,0,136292,,
2017,120,Insolvencia de hecho,No aplica,E.U.A.,Exportacion,Fabricacion de instrumentos de navegacion medicion medicos y de control,Global,Extranjera,Agentes Persona Moral,1,1079576,1138361,0,119952,0,0,,
2017,120,Insolvencia de hecho,No aplica,E.U.A.,Mixto,Fabricacion de productos de hierro y acero de material comprado,Global,Extranjera,Agentes Persona Fisica,1,683521,689203,0,75946,0,0,,
2017,120,Mora prolongada,Aguascalientes,No aplica (interno),Interno,Comercio al por mayor de materias primas agropecuarias,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,29972,0,0,0,0,0,,
2017,120,Mora prolongada,Aguascalientes,No aplica (interno),Mixto,Otros trabajos especializados para la construccion,Global,Nacional,Agentes Persona Moral,1,423900,423900,0,74806,0,0,,
2017,120,Mora prolongada,Baja California,No aplica (interno),Interno,Comercio al por menor de articulos de ferreteria tlapaleria y vidrios,Global,Nacional,Red de Sucursales Bancarias,2,-925152,0,0,0,0,0,,
2017,120,Mora prolongada,Baja California,No aplica (interno),Interno,Agencias de viajes y servicios de reservaciones,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,44568,0,0,0,0,0,,
2017,120,Mora prolongada,Baja California,No aplica (interno),Mixto,Otros trabajos especializados para la construccion,Global,Nacional,Agentes Persona Moral,1,0,0,0,0,13990,0,,
2017,120,Mora prolongada,Baja California,No aplica (interno),Mixto,Otro producto al Comercio al por mayor,Global,Extranjera,No disponible,1,0,0,0,0,994508,5492116,,
2017,120,Mora prolongada,Baja California Sur,No aplica (interno),Interno,Fabricacion de hules resinas y fibras quimicas,Global,Extranjera,Agentes Persona Fisica,1,1010056,1019547,0,0,0,0,,
2017,120,Mora prolongada,Campeche,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Agentes Persona Moral,1,136365,136365,0,0,57841,0,,
2017,120,Mora prolongada,Coahuila,No aplica (interno),Interno,Fabricacion de productos derivados del petroleo y del carbon,Global,Nacional,Agentes Persona Moral,1,-14188,0,0,0,0,0,,
2017,120,Mora prolongada,Coahuila,No aplica (interno),Interno,Fabricacion de productos quimicos basicos,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,130317,0,0,0,0,0,,
2017,120,Mora prolongada,Coahuila,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Agentes Persona Moral,1,2700000,0,0,0,0,0,,
2017,120,Mora prolongada,Coahuila,No aplica (interno),Interno,Fabricacion de productos de hierro y acero de material comprado,Global,Extranjera,Red de Sucursales Bancarias,2,0,0,0,0,100886,43280,,
2017,120,Mora prolongada,Coahuila,No aplica (interno),Interno,Fabricacion de partes para vehiculos automotores,Global,Extranjera,Red de Sucursales Bancarias,1,260900,150346,0,0,10200,0,,
2017,120,Mora prolongada,Coahuila,No aplica (interno),Interno,Comercio al por mayor de materias primas agropecuarias,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,1300,0,,
2017,120,Mora prolongada,Coahuila,No aplica (interno),Mixto,Otros trabajos especializados para la construccion,Global,Nacional,Agentes Persona Moral,2,378353,378353,0,42039,19500,3649,,
2017,120,Mora prolongada,Colima,No aplica (interno),Interno,Otro producto al Comercio al por mayor,Global,Nacional,Agentes Persona Moral,1,-5583,0,0,0,0,0,,
2017,120,Mora prolongada,Chiapas,No aplica (interno),Interno,Otros trabajos especializados para la construccion,Global,Nacional,Agentes Persona Moral,1,0,450000,0,50000,14000,200000,,
2017,120,Mora prolongada,Chiapas,No aplica (interno),Mixto,Otros trabajos especializados para la construccion,Global,Nacional,Agentes Persona Moral,1,249245,249245,0,43984,0,0,,
2017,120,Mora prolongada,Chiapas,No aplica (interno),Mixto,Otras industrias alimentarias,Global,Nacional,Agentes Persona Moral,1,-54374,0,0,0,0,0,,
2017,120,Mora prolongada,Chihuahua,No aplica (interno),Interno,Explotacion de bovinos,Global,Nacional,Agentes Persona Moral,1,225000,0,0,0,4800,0,,
2017,120,Mora prolongada,Chihuahua,No aplica (interno),Interno,Otros trabajos especializados para la construccion,Global,Nacional,Agentes Persona Moral,1,0,432210,0,48023,0,0,,
2017,120,Mora prolongada,Chihuahua,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Extranjera,Agentes Persona Moral,1,0,0,0,0,237138,0,,
2017,120,Mora prolongada,Chihuahua,No aplica (interno),Interno,Fabricacion de productos de hierro y acero de material comprado,Global,Extranjera,Red de Sucursales Bancarias,1,0,0,0,0,21009,0,,
2017,120,Mora prolongada,Chihuahua,No aplica (interno),Interno,Fabricacion de otros equipos y accesorios electricos,Global,Extranjera,Red de Sucursales Bancarias,1,189639,181588,0,0,0,0,,
2017,120,Mora prolongada,Chihuahua,No aplica (interno),Interno,Comercio al por mayor de materias primas agropecuarias,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,244797,244797,0,27200,24570,0,,
2017,120,Mora prolongada,Chihuahua,No aplica (interno),Interno,Agencias de viajes y servicios de reservaciones,Global,Extranjera,Agentes Persona Moral,1,-63165,249976,0,0,0,0,,
2017,120,Mora prolongada,Chihuahua,No aplica (interno),Mixto,Otros trabajos especializados para la construccion,Global,Nacional,Agentes Persona Moral,1,0,0,0,0,15343,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Otra actividad o servicio relacionada con la agricultura ganaderia aprovechamiento forestal pesca y caza.,Global,Extranjera,Fuerza de Venta Interna o Casa Matriz,1,-51654,461274,0,51253,0,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Otras construcciones de ingenieria civil u obra pesada,Global,Nacional,Agentes Persona Fisica,3,0,0,0,0,139403,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Otros trabajos especializados para la construccion,Global,Nacional,Agentes Persona Moral,1,0,0,0,0,12000,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Otras industrias alimentarias,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,312757,312757,0,34750,0,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Tejido de prendas de vestir de punto,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,-40953,0,0,0,0,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Fabricacion de productos derivados del petroleo y del carbon,Global,Nacional,Agentes Persona Fisica,1,-159042,0,0,0,6655,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Fabricacion de hules resinas y fibras quimicas,Global,Extranjera,Agentes Persona Fisica,3,819574,783215,0,0,17615,112101,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Agentes Persona Fisica,1,0,0,0,0,22730,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Agentes Persona Moral,1,0,0,0,0,33750,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Red de Sucursales Bancarias,1,-39398,0,0,0,0,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,2083248,2083248,0,231472,0,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Fabricacion de productos de plastico,Global,Extranjera,Agentes Persona Moral,2,-17847,0,0,0,31824,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Industria basica del hierro y del acero,Global,Nacional,No disponible,1,0,0,0,0,4291,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Industria basica del hierro y del acero,Global,Extranjera,Agentes Persona Fisica,1,140342,0,0,0,0,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Fabricacion de productos de hierro y acero de material comprado,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,2,1110928,0,0,0,56963,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Fabricacion de productos de hierro y acero de material comprado,Global,Extranjera,Red de Sucursales Bancarias,2,8750,43846,0,0,9374,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Fabricacion de computadoras y equipo periferico,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,1,0,0,0,0,311075,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Fabricacion de partes para vehiculos automotores,Global,Nacional,Red de Sucursales Bancarias,1,-7129,0,0,0,0,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Comercio al por mayor de alimentos y abarrotes,Global,Nacional,Fuerza de Venta Interna o Casa Matriz,4,32672,0,0,0,2885,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Comercio al por mayor de productos textiles y calzado,Global,Nacional,Red de Sucursales Bancarias,1,575960,575960,0,0,0,0,,
2017,120,Mora prolongada,Distrito Federal,No aplica (interno),Interno,Comercio al por mayor de discos juguetes y articulos deportivos,Global,Extranjera,Agentes Persona Moral,1,-64470,0,0,0,0,0,,
